,userId,itemId,rating
330,6,252,0.5
331,6,261,3.0
332,6,280,1.5
333,6,294,4.5
334,6,298,5.0
335,6,330,0.0
336,6,339,0.5
337,6,341,4.5
338,6,363,0.5
339,6,402,1.0
340,6,418,0.5
341,6,425,2.5
342,6,433,3.5
343,6,440,5.0
344,6,492,0.5
345,6,505,3.5
346,6,514,0.0
347,6,526,2.0
348,6,588,3.0
349,6,618,0.5
350,6,622,0.5
351,6,623,0.5
352,6,634,5.0
353,6,647,1.0
354,6,652,2.0
355,6,684,1.0
356,6,718,3.0
357,6,752,1.0
358,6,787,4.5
359,6,807,2.5
360,6,812,3.5
361,6,830,3.5
362,6,845,3.0
363,6,847,3.5
364,6,868,0.5
365,6,900,0.5
366,6,909,1.0
367,6,928,4.5
368,6,970,1.5
369,6,985,5.0
370,6,995,3.0
371,6,1044,1.0
372,6,1049,5.0
373,6,1060,2.5
374,7,0,7.0
375,7,31,1.0
376,7,36,1.0
377,7,46,2.5
378,7,48,0.5
379,7,66,1.5
380,7,84,2.0
381,7,153,3.0
382,7,159,3.5
383,7,170,5.0
384,7,291,0.5
385,7,302,0.0
386,7,327,1.0
387,7,330,2.0
388,7,331,3.5
389,7,334,5.0
390,7,355,1.5
391,7,376,4.5
392,7,382,3.5
393,7,397,1.5
394,7,410,2.0
395,7,415,0.0
396,7,468,4.0
397,7,517,1.0
398,7,519,3.0
399,7,523,4.0
400,7,537,3.0
401,7,544,5.0
402,7,559,0.0
403,7,561,3.5
404,7,606,5.0
405,7,609,0.0
406,7,636,3.5
407,7,655,3.5
408,7,684,3.5
409,7,689,2.5
410,7,697,5.0
411,7,699,0.5
412,7,738,2.5
413,7,740,2.0
414,7,759,5.0
415,7,785,4.0
416,7,845,4.5
417,7,865,4.0
418,7,908,1.5
419,7,980,1.5
420,7,995,2.5
421,7,996,4.5
422,7,1001,2.5
423,7,1014,4.0
424,7,1051,4.5
425,7,1065,0.5
426,8,0,8.0
427,8,59,0.5
428,8,62,4.5
429,8,127,1.5
430,8,143,4.5
431,8,152,5.0
432,8,154,1.0
433,8,173,5.0
434,8,194,1.0
435,8,198,5.0
436,8,230,1.5
437,8,238,2.0
438,8,244,4.0
439,8,271,2.5
440,8,325,3.0
441,8,348,5.0
442,8,353,5.0
443,8,364,1.0
444,8,408,3.0
445,8,417,0.5
446,8,440,2.5
447,8,472,2.5
448,8,480,1.0
449,8,538,4.0
450,8,543,2.0
451,8,565,2.0
452,8,566,4.0
453,8,581,1.5
454,8,592,5.0
455,8,603,3.5
456,8,726,0.0
457,8,733,5.0
458,8,744,1.5
459,8,785,2.0
460,8,791,3.0
461,8,794,4.0
462,8,796,1.5
463,8,838,2.0
464,8,849,5.0
465,8,886,3.0
466,8,906,4.5
467,8,919,4.0
468,8,925,3.5
469,8,976,1.0
470,8,1015,2.5
471,8,1029,5.0
472,8,1052,1.5
473,8,1056,3.5
474,9,0,9.0
475,9,10,5.0
476,9,20,1.5
477,9,57,3.5
478,9,62,4.0
479,9,75,4.0
480,9,93,5.0
481,9,134,4.0
482,9,140,4.0
483,9,141,0.0
484,9,153,2.5
485,9,157,1.0
486,9,201,5.0
487,9,214,5.0
488,9,216,4.5
489,9,241,0.5
490,9,253,2.0
491,9,255,1.0
492,9,276,0.0
493,9,278,4.5
494,9,284,4.5
495,9,306,4.0
496,9,324,2.5
497,9,372,0.0
498,9,380,0.5
499,9,384,2.0
500,9,392,4.0
501,9,396,4.0
502,9,425,4.5
503,9,504,0.0
504,9,529,3.0
505,9,566,3.5
506,9,603,4.0
507,9,634,4.5
508,9,636,3.5
509,9,641,2.0
510,9,677,0.0
511,9,690,3.5
512,9,702,0.5
513,9,720,2.5
514,9,757,3.5
515,9,778,0.5
516,9,798,0.0
517,9,851,0.0
518,9,861,3.0
519,9,897,0.0
520,9,912,2.0
521,9,916,1.5
522,9,927,2.0
523,9,947,5.0
524,9,961,1.0
525,9,1025,0.5
526,9,1038,3.5
527,9,1058,0.0
528,10,0,10.0
529,10,21,2.0
530,10,22,3.0
531,10,29,1.0
532,10,32,3.0
533,10,36,5.0
534,10,45,4.5
535,10,85,1.0
536,10,134,1.5
537,10,145,4.5
538,10,151,0.5
539,10,153,2.0
540,10,181,5.0
541,10,212,2.5
542,10,260,3.0
543,10,268,4.5
544,10,275,2.0
545,10,292,4.0
546,10,308,4.5
547,10,343,1.5
548,10,355,1.5
549,10,365,3.0
550,10,392,2.5
551,10,395,4.0
552,10,401,0.5
553,10,411,1.5
554,10,436,2.0
555,10,444,4.0
556,10,505,0.0
557,10,539,5.0
558,10,562,3.5
559,10,568,1.0
560,10,629,2.5
561,10,666,3.5
562,10,674,4.5
563,10,685,0.5
564,10,688,1.0
565,10,698,1.0
566,10,717,5.0
567,10,722,3.5
568,10,736,1.5
569,10,824,2.0
570,10,825,2.0
571,10,840,5.0
572,10,844,2.0
573,10,847,0.5
574,10,855,3.5
575,10,885,3.0
576,10,904,5.0
577,10,947,1.5
578,10,963,5.0
579,10,964,2.5
580,10,981,5.0
581,10,1017,2.5
582,11,0,11.0
583,11,40,3.0
584,11,57,3.5
585,11,63,2.0
586,11,65,2.0
587,11,109,3.0
588,11,129,2.0
589,11,135,0.0
590,11,139,5.0
591,11,141,3.0
592,11,163,1.0
593,11,208,2.5
594,11,215,2.5
595,11,241,3.0
596,11,244,4.5
597,11,271,0.5
598,11,273,2.5
599,11,288,2.5
600,11,305,1.5
601,11,309,0.5
602,11,318,0.5
603,11,474,0.0
604,11,504,4.0
605,11,561,3.0
606,11,565,5.0
607,11,578,2.0
608,11,586,5.0
609,11,601,0.0
610,11,617,2.0
611,11,632,3.0
612,11,664,2.0
613,11,675,1.5
614,11,701,4.5
615,11,702,5.0
616,11,716,5.0
617,11,776,1.0
618,11,785,1.0
619,11,815,5.0
620,11,839,3.5
621,11,853,3.0
622,11,883,1.5
623,11,892,2.0
624,11,920,1.5
625,11,927,2.0
626,11,938,1.0
627,11,945,4.5
628,11,977,3.0
629,11,983,0.0
630,11,1004,4.5
631,11,1008,5.0
632,11,1009,1.0
633,12,0,12.0
634,12,28,1.5
635,12,30,4.5
636,12,95,2.0
637,12,113,0.0
638,12,114,3.5
639,12,124,4.0
640,12,133,0.0
641,12,176,3.0
642,12,197,4.0
643,12,212,3.0
644,12,237,0.0
645,12,240,4.0
646,12,251,0.0
647,12,263,0.5
648,12,271,3.0
649,12,276,3.5
650,12,316,5.0
651,12,365,2.5
652,12,393,4.0
653,12,402,4.0
654,12,413,2.0
655,12,419,3.0
656,12,421,4.0
657,12,448,5.0
658,12,491,1.5
659,12,556,0.5
660,12,561,4.0
661,12,579,0.0
662,12,611,3.5
663,12,612,2.5
664,12,626,5.0
665,12,679,4.0
666,12,690,2.0
667,12,734,4.0
668,12,761,4.5
669,12,769,2.5
670,12,822,0.0
671,12,843,0.5
672,12,858,2.5
673,12,874,1.5
674,12,898,2.5
675,12,933,4.0
676,12,962,5.0
677,12,977,4.5
678,12,999,1.0
679,12,1007,3.5
680,12,1008,1.0
681,12,1031,1.0
682,12,1042,0.5
683,12,1055,4.0
684,13,0,13.0
685,13,10,2.0
686,13,25,2.5
687,13,59,5.0
688,13,68,0.0
689,13,90,2.5
690,13,99,3.0
691,13,147,1.0
692,13,187,3.0
693,13,197,4.5
694,13,272,2.0
695,13,283,1.0
696,13,299,0.0
697,13,328,1.0
698,13,334,0.5
699,13,351,1.5
700,13,365,1.0
701,13,433,2.5
702,13,459,5.0
703,13,467,4.5
704,13,470,2.5
705,13,487,2.5
706,13,495,4.0
707,13,508,5.0
708,13,517,3.0
709,13,522,5.0
710,13,559,1.5
711,13,588,1.5
712,13,608,3.5
713,13,626,4.5
714,13,658,3.0
715,13,667,5.0
716,13,678,1.5
717,13,703,4.5
718,13,709,4.0
719,13,736,1.5
720,13,782,2.0
721,13,791,1.0
722,13,838,3.5
723,13,845,3.5
724,13,896,4.0
725,13,921,2.5
726,13,928,4.5
727,13,952,0.0
728,13,965,5.0
729,13,987,1.5
730,13,1014,4.0
731,13,1018,3.0
732,13,1027,5.0
733,13,1036,3.5
734,13,1044,4.0
735,13,1056,1.5
736,14,0,14.0
737,14,27,4.0
738,14,39,2.0
739,14,44,1.5
740,14,85,2.5
741,14,88,0.0
742,14,116,1.0
743,14,118,4.5
744,14,140,2.5
745,14,156,2.5
746,14,159,4.0
747,14,165,1.5
748,14,177,0.0
749,14,191,0.0
750,14,203,4.5
751,14,235,1.5
752,14,241,2.0
753,14,258,0.0
754,14,274,3.0
755,14,287,4.5
756,14,289,3.0
757,14,340,4.0
758,14,358,3.5
759,14,427,3.0
760,14,446,4.0
761,14,447,1.0
762,14,460,2.0
763,14,479,0.0
764,14,502,5.0
765,14,505,4.5
766,14,522,0.5
767,14,550,4.5
768,14,565,2.5
769,14,593,4.0
770,14,602,2.0
771,14,610,2.0
772,14,615,1.0
773,14,617,3.5
774,14,633,4.0
775,14,635,0.0
776,14,643,0.0
777,14,647,1.0
778,14,656,0.5
779,14,670,0.0
780,14,689,4.0
781,14,694,2.0
782,14,722,1.0
783,14,743,2.0
784,14,747,4.5
785,14,748,0.0
786,14,749,5.0
787,14,765,4.5
788,14,771,3.0
789,14,801,0.5
790,14,828,5.0
791,14,869,0.0
792,14,876,5.0
793,14,885,4.5
794,14,888,4.0
795,14,924,4.5
796,14,931,1.5
797,14,955,0.0
798,14,969,3.5
799,14,975,1.0
800,14,982,4.0
801,14,991,4.5
802,15,0,15.0
803,15,3,1.5
804,15,7,4.0
805,15,22,5.0
806,15,54,0.5
807,15,75,1.5
808,15,82,2.5
809,15,84,5.0
810,15,93,3.0
811,15,113,0.5
812,15,153,5.0
813,15,168,1.0
814,15,178,5.0
815,15,183,0.5
816,15,221,4.5
817,15,234,3.5
818,15,240,1.0
819,15,270,3.5
820,15,357,3.5
821,15,384,5.0
822,15,394,0.5
823,15,412,3.5
824,15,418,4.5
825,15,422,1.0
826,15,462,3.5
827,15,483,0.0
828,15,498,0.0
829,15,515,4.5
830,15,534,4.5
831,15,541,1.5
832,15,545,3.0
833,15,573,5.0
834,15,579,1.0
835,15,585,0.5
836,15,606,2.0
837,15,612,3.5
838,15,617,4.5
839,15,641,2.5
840,15,644,4.5
841,15,649,5.0
842,15,666,2.0
843,15,688,0.0
844,15,757,5.0
845,15,776,4.0
846,15,800,1.0
847,15,811,1.0
848,15,818,0.0
849,15,825,2.5
850,15,854,0.5
851,15,882,1.0
852,15,902,5.0
853,15,917,2.0
854,15,925,1.5
855,15,928,5.0
856,15,991,2.0
857,15,998,1.5
858,15,1002,3.5
859,16,0,16.0
860,16,9,5.0
861,16,17,1.5
862,16,47,4.5
863,16,48,3.5
864,16,50,2.0
865,16,111,1.0
866,16,147,0.0
867,16,201,2.0
868,16,204,1.0
869,16,256,0.5
870,16,301,2.5
871,16,332,3.0
872,16,341,3.0
873,16,350,1.0
874,16,364,2.0
875,16,388,2.0
876,16,433,1.0
877,16,450,4.0
878,16,486,2.0
879,16,487,5.0
880,16,537,2.0
881,16,555,3.0
882,16,576,0.5
883,16,587,2.5
884,16,623,0.0
885,16,705,1.5
886,16,738,0.0
887,16,743,0.0
888,16,756,0.0
889,16,757,1.5
890,16,799,3.5
891,16,823,2.5
892,16,831,0.5
893,16,832,0.0
894,16,838,4.0
895,16,882,5.0
896,16,915,3.5
897,16,917,3.5
898,16,926,0.0
899,16,948,1.0
900,16,950,4.0
901,16,992,3.0
902,16,1013,0.0
903,16,1033,1.0
904,16,1040,0.5
905,17,0,17.0
906,17,26,3.5
907,17,57,4.0
908,17,97,4.0
909,17,138,1.0
910,17,175,3.5
911,17,240,2.0
912,17,242,4.0
913,17,267,4.5
914,17,334,0.5
915,17,352,4.5
916,17,361,1.5
917,17,362,5.0
918,17,376,0.0
919,17,427,4.0
920,17,431,2.0
921,17,434,0.5
922,17,486,0.0
923,17,493,5.0
924,17,508,1.5
925,17,532,2.5
926,17,619,3.0
927,17,662,5.0
928,17,673,3.0
929,17,707,2.0
930,17,713,0.5
931,17,737,0.5
932,17,743,3.0
933,17,786,1.0
934,17,790,1.0
935,17,856,0.5
936,17,867,2.5
937,17,874,2.5
938,17,885,4.0
939,17,892,4.0
940,17,943,3.0
941,17,1008,1.0
942,17,1048,4.0
943,18,0,18.0
944,18,13,0.5
945,18,37,2.0
946,18,42,0.5
947,18,94,4.0
948,18,111,4.5
949,18,116,1.0
950,18,120,4.0
951,18,146,3.0
952,18,175,3.0
953,18,222,5.0
954,18,262,3.0
955,18,282,1.0
956,18,284,0.5
957,18,296,2.0
958,18,336,3.0
959,18,349,2.0
960,18,357,3.0
961,18,358,2.5
962,18,374,0.0
963,18,387,1.5
964,18,412,0.5
965,18,442,3.0
966,18,446,5.0
967,18,455,1.0
968,18,476,4.5
969,18,486,0.0
970,18,491,4.0
971,18,506,2.0
972,18,527,4.0
973,18,547,0.0
974,18,581,2.0
975,18,632,3.5
976,18,674,3.0
977,18,681,1.5
978,18,691,0.0
979,18,694,1.0
980,18,706,4.0
981,18,715,4.0
982,18,766,4.5
983,18,811,1.5
984,18,825,2.5
985,18,867,0.0
986,18,878,3.0
987,18,882,4.0
988,18,898,3.0
989,18,929,1.5
990,18,1010,4.5
991,18,1052,2.5
992,18,1060,1.0
993,19,0,19.0
994,19,3,0.0
995,19,19,3.0
996,19,21,5.0
997,19,22,4.0
998,19,62,0.5
999,19,114,1.0
1000,19,147,3.0
1001,19,154,4.5
1002,19,170,0.0
1003,19,184,2.5
1004,19,213,1.0
1005,19,215,1.0
1006,19,219,1.5
1007,19,236,1.0
1008,19,274,5.0
1009,19,298,3.0
1010,19,406,4.5
1011,19,428,0.0
1012,19,451,0.0
1013,19,461,3.0
1014,19,465,0.5
1015,19,487,2.0
1016,19,503,5.0
1017,19,514,2.0
1018,19,546,0.5
1019,19,596,1.5
1020,19,614,3.0
1021,19,652,5.0
1022,19,665,1.5
1023,19,689,5.0
1024,19,700,3.0
1025,19,711,1.5
1026,19,769,3.0
1027,19,822,2.5
1028,19,858,3.5
1029,19,860,4.0
1030,19,876,4.5
1031,19,887,0.5
1032,19,896,4.5
1033,19,928,5.0
1034,19,993,2.0
1035,19,1043,3.5
1036,19,1052,1.5
1037,20,0,20.0
1038,20,10,4.0
1039,20,35,4.5
1040,20,52,4.0
1041,20,58,3.0
1042,20,72,4.5
1043,20,76,4.5
1044,20,88,0.5
1045,20,104,1.0
1046,20,162,0.0
1047,20,180,2.5
1048,20,205,0.5
1049,20,236,3.0
1050,20,250,0.0
1051,20,266,2.5
1052,20,275,0.0
1053,20,289,3.5
1054,20,293,3.0
1055,20,299,0.5
1056,20,323,2.5
1057,20,350,4.0
1058,20,375,1.0
1059,20,384,0.5
1060,20,395,4.5
1061,20,398,2.0
1062,20,429,2.5
1063,20,440,0.0
1064,20,460,1.5
1065,20,508,0.0
1066,20,521,5.0
1067,20,544,4.0
1068,20,546,4.0
1069,20,585,2.0
1070,20,611,0.0
1071,20,613,5.0
1072,20,623,0.5
1073,20,645,3.5
1074,20,653,5.0
1075,20,662,3.0
1076,20,689,0.0
1077,20,778,0.5
1078,20,785,0.0
1079,20,820,0.5
1080,20,841,1.5
1081,20,872,2.5
1082,20,882,4.5
1083,20,935,1.0
1084,20,939,1.0
1085,20,963,4.5
1086,20,973,2.0
1087,20,991,0.5
1088,20,1024,3.5
1089,20,1026,3.5
1090,20,1033,3.0
1091,20,1060,3.5
1092,21,0,21.0
1093,21,7,1.5
1094,21,16,4.5
1095,21,30,4.0
1096,21,98,0.5
1097,21,104,0.0
1098,21,115,3.0
1099,21,118,0.0
1100,21,133,2.0
1101,21,137,3.5
1102,21,147,5.0
1103,21,188,2.5
1104,21,231,3.0
1105,21,274,1.0
1106,21,322,3.5
1107,21,331,5.0
1108,21,353,1.0
1109,21,360,1.5
1110,21,388,3.5
1111,21,401,2.5
1112,21,403,4.5
1113,21,421,2.5
1114,21,424,0.0
1115,21,456,4.5
1116,21,473,1.5
1117,21,479,1.5
1118,21,485,3.0
1119,21,499,1.5
1120,21,521,2.5
1121,21,522,4.0
1122,21,540,4.5
1123,21,621,0.5
1124,21,622,4.5
1125,21,860,4.5
1126,21,877,3.5
1127,21,881,0.5
1128,21,902,3.5
1129,21,977,3.0
1130,21,993,3.0
1131,21,1000,3.5
1132,22,0,22.0
1133,22,32,2.5
1134,22,38,3.0
1135,22,79,4.5
1136,22,94,1.0
1137,22,187,0.0
1138,22,191,0.0
1139,22,215,1.5
1140,22,297,5.0
1141,22,310,0.5
1142,22,350,2.5
1143,22,375,2.5
1144,22,454,0.0
1145,22,479,5.0
1146,22,521,4.0
1147,22,546,4.0
1148,22,560,0.5
1149,22,581,5.0
1150,22,593,4.5
1151,22,607,4.0
1152,22,615,0.0
1153,22,635,0.0
1154,22,678,4.0
1155,22,685,1.5
1156,22,729,5.0
1157,22,739,2.5
1158,22,750,0.5
1159,22,771,5.0
1160,22,788,2.0
1161,22,798,5.0
1162,22,822,1.5
1163,22,854,2.0
1164,22,871,3.0
1165,22,917,5.0
1166,22,920,1.0
1167,22,931,1.0
1168,22,952,0.5
1169,22,960,1.5
1170,22,966,1.5
1171,22,1017,0.5
1172,22,1039,0.0
1173,23,0,23.0
1174,23,12,4.5
1175,23,23,1.5
1176,23,39,1.5
1177,23,43,3.5
1178,23,49,5.0
1179,23,86,0.0
1180,23,117,2.0
1181,23,180,1.5
1182,23,200,1.0
1183,23,262,2.5
1184,23,265,5.0
1185,23,278,1.0
1186,23,286,0.0
1187,23,310,0.0
1188,23,312,3.0
1189,23,314,3.5
1190,23,315,2.0
1191,23,355,1.0
1192,23,380,0.5
1193,23,501,0.5
1194,23,508,5.0
1195,23,536,1.0
1196,23,551,3.5
1197,23,594,0.0
1198,23,611,2.0
1199,23,619,0.0
1200,23,635,0.5
1201,23,652,4.5
1202,23,653,0.5
1203,23,661,3.5
1204,23,727,2.5
1205,23,801,0.0
1206,23,853,1.5
1207,23,856,3.5
1208,23,858,1.5
1209,23,867,3.5
1210,23,897,3.0
1211,23,899,4.0
1212,23,906,3.0
1213,23,923,1.5
1214,23,978,1.5
1215,23,1009,2.5
1216,23,1024,1.0
1217,23,1057,2.5
1218,23,1058,2.5
1219,24,0,24.0
1220,24,30,4.5
1221,24,48,0.0
1222,24,50,2.0
1223,24,53,2.5
1224,24,72,4.0
1225,24,92,2.5
1226,24,126,2.0
1227,24,137,0.5
1228,24,147,2.0
1229,24,153,3.0
1230,24,154,4.0
1231,24,181,1.5
1232,24,214,2.5
1233,24,228,4.0
1234,24,234,4.0
1235,24,239,3.5
1236,24,241,2.0
1237,24,281,1.5
1238,24,339,2.0
1239,24,367,3.5
1240,24,372,5.0
1241,24,394,0.0
1242,24,418,5.0
1243,24,459,5.0
1244,24,502,2.5
1245,24,517,4.0
1246,24,519,4.5
1247,24,532,1.5
1248,24,558,1.0
1249,24,596,3.0
1250,24,599,2.5
1251,24,634,3.5
1252,24,635,2.5
1253,24,638,2.5
1254,24,660,4.5
1255,24,673,1.0
1256,24,688,4.0
1257,24,711,0.0
1258,24,743,0.0
1259,24,829,0.0
1260,24,848,5.0
1261,24,862,4.5
1262,24,867,3.0
1263,24,911,1.5
1264,24,965,0.5
1265,24,984,3.5
1266,24,993,2.5
1267,24,998,4.0
1268,24,1016,4.5
1269,24,1028,0.5
1270,24,1048,2.5
1271,24,1060,1.5
1272,25,0,25.0
1273,25,44,1.5
1274,25,45,1.0
1275,25,63,1.5
1276,25,76,0.0
1277,25,81,5.0
1278,25,82,1.5
1279,25,104,1.5
1280,25,153,5.0
1281,25,157,0.0
1282,25,162,3.0
1283,25,191,5.0
1284,25,248,3.0
1285,25,286,1.0
1286,25,316,0.0
1287,25,368,4.0
1288,25,373,5.0
1289,25,398,0.0
1290,25,403,2.5
1291,25,409,1.0
1292,25,438,3.5
1293,25,506,4.0
1294,25,559,2.0
1295,25,580,3.5
1296,25,591,2.5
1297,25,629,2.5
1298,25,695,2.0
1299,25,718,3.0
1300,25,759,3.5
1301,25,762,2.0
1302,25,835,0.5
1303,25,836,1.0
1304,25,850,3.0
1305,25,874,2.5
1306,25,915,2.0
1307,25,917,3.5
1308,25,928,2.5
1309,25,953,1.5
1310,25,960,3.0
1311,25,961,3.5
1312,25,965,3.5
1313,25,989,1.0
1314,25,1021,3.0
1315,25,1031,1.0
1316,25,1050,2.5
1317,25,1058,4.0
1318,26,0,26.0
1319,26,14,5.0
1320,26,22,0.5
1321,26,59,2.0
1322,26,62,4.0
1323,26,78,5.0
1324,26,86,3.0
1325,26,102,0.0
1326,26,109,1.0
1327,26,135,0.0
1328,26,173,0.5
1329,26,179,0.0
1330,26,216,2.5
1331,26,224,1.0
1332,26,248,2.0
1333,26,250,2.5
1334,26,256,3.0
1335,26,257,4.5
1336,26,294,2.5
1337,26,305,1.0
1338,26,349,4.5
1339,26,359,3.5
1340,26,408,2.0
1341,26,429,2.0
1342,26,491,1.5
1343,26,502,0.5
1344,26,566,0.5
1345,26,589,0.0
1346,26,611,0.0
1347,26,615,4.5
1348,26,616,1.5
1349,26,635,0.5
1350,26,660,2.0
1351,26,669,3.0
1352,26,680,4.0
1353,26,720,1.5
